date,symbol,open,high,low,close,network,target_return,SMA_10,RSI,Log_Return,Volatility
2018-10-29,BTCUSDT,6489.93,6505.01,6315.0,6344.5,Bitcoin,-0.022408562187881897,6528.5470000000005,15.368553288289789,-0.02266344897865391,0.0213194883137645
2018-10-30,BTCUSDT,6344.5,6395.0,6317.01,6330.87,Bitcoin,-0.0021483174403026384,6502.794,14.055577929923388,-0.002150628384569255,0.02131677815011851
2018-10-31,BTCUSDT,6330.01,6428.0,6245.02,6371.93,Bitcoin,0.006485680483093281,6480.976000000001,20.177820885871284,0.0064647389553645,0.01672357663541689
2018-11-01,BTCUSDT,6369.52,6442.65,6348.66,6410.0,Bitcoin,0.005974641905984512,6463.856000000001,30.46153270748397,0.005956864506951309,0.01670092941895133
2018-11-02,BTCUSDT,6410.0,6460.34,6388.2,6433.98,Bitcoin,0.0037410296411855004,6451.903,39.87495732331845,0.003734049393257197,0.016679443595733912
2018-11-03,BTCUSDT,6432.8,6439.97,6345.0,6387.09,Bitcoin,-0.007287868473324299,6434.062,27.927019144316986,-0.0073145547230699295,0.016777281883707675
2018-11-04,BTCUSDT,6388.0,6525.0,6359.0,6485.85,Bitcoin,0.015462440641982544,6429.838,40.57425957400647,0.015344115280428195,0.008940548679862709
2018-11-05,BTCUSDT,6485.85,6504.39,6431.02,6468.99,Bitcoin,-0.002599505076435693,6422.874,39.99928700023171,-0.0026028896565180163,0.008912827619256648
2018-11-06,BTCUSDT,6468.99,6531.31,6445.18,6519.11,Bitcoin,0.007747731871590391,6424.225,47.05196764020288,0.007717872327009078,0.009181967202694348
2018-11-07,BTCUSDT,6522.73,6615.15,6509.0,6578.46,Bitcoin,0.009104003460595145,6433.0779999999995,51.0272669625872,0.009062811838116712,0.008598880102214325
2018-11-08,BTCUSDT,6578.46,6594.0,6468.22,6479.84,Bitcoin,-0.014991350559249383,6446.612,46.5137787026199,-0.01510485669047986,0.008718715461671191
2018-11-09,BTCUSDT,6479.84,6511.53,6391.01,6419.99,Bitcoin,-0.009236339168868457,6455.523999999999,41.998057519020115,-0.009279258633064185,0.008637032639110961
2018-11-10,BTCUSDT,6419.99,6475.55,6411.0,6433.05,Bitcoin,0.002034271081419181,6461.636,44.971234490885145,0.002032204753841915,0.008662878796139868
2018-11-11,BTCUSDT,6435.16,6462.14,6355.0,6449.81,Bitcoin,0.0026052960881697285,6465.617,47.22329882066332,0.0026019081873635956,0.008704387725310599
2018-11-12,BTCUSDT,6450.71,6497.0,6421.0,6453.07,Bitcoin,0.0005054412455560708,6467.526,59.355127785341274,0.0005053135531552418,0.008676787309593568
2018-11-13,BTCUSDT,6451.68,6498.0,6391.15,6457.66,Bitcoin,0.0007112893552991828,6474.5830000000005,61.097981548588116,0.000711036508916558,0.00866275520893263
2018-11-14,BTCUSDT,6458.98,6482.84,5656.87,5922.41,Bitcoin,-0.08288606089512296,6418.239,28.90409416004954,-0.08652356242154874,0.021050261481240562
2018-11-15,BTCUSDT,5917.2,5939.54,5403.42,5753.4,Bitcoin,-0.02853736907779103,6346.68,22.558427229262094,-0.02895247624443291,0.021655758050417563
2018-11-16,BTCUSDT,5757.09,5782.89,5549.25,5655.94,Bitcoin,-0.016939548788542425,6260.362999999999,19.36464436464439,-0.017084664071226715,0.0217832564378026
2018-11-17,BTCUSDT,5650.57,5656.6,5565.43,5628.29,Bitcoin,-0.004888665721347718,6165.346,19.662561970254302,-0.004900654335793468,0.021762775704696067
2018-11-18,BTCUSDT,5630.49,5738.17,5617.0,5662.0,Bitcoin,0.005989385763704336,6083.562,15.254523217072261,0.005971520691174607,0.021628043079037387
2018-11-19,BTCUSDT,5661.94,5664.0,4855.0,4910.03,Bitcoin,-0.13280996114447197,5932.566,9.41603407162124,-0.14249713492231114,0.03742102189049245
2018-11-20,BTCUSDT,4913.4,5048.24,4326.0,4558.86,Bitcoin,-0.07152094793718167,5745.146999999999,5.884206309554372,-0.07420745949631138,0.039533818541538986
2018-11-21,BTCUSDT,4559.91,4787.2,4413.85,4661.07,Bitcoin,0.022420078703886404,5566.272999999999,7.665472915387923,0.022172443243175764,0.04018474772022686
2018-11-22,BTCUSDT,4661.08,4721.77,4335.0,4370.0,Bitcoin,-0.06244703469375057,5357.965999999999,7.065062555453352,-0.06448202640676247,0.04130714269111246
2018-11-23,BTCUSDT,4370.9,4484.0,4222.94,4420.61,Bitcoin,0.01158123569794034,5154.261,9.159319873518044,0.011514686509508765,0.041807233768257374
2018-11-24,BTCUSDT,4415.63,4527.0,3824.69,3932.44,Bitcoin,-0.11043046095448361,4955.264,7.2236724611599925,-0.11701759725291112,0.046407701818741126
2018-11-25,BTCUSDT,3933.68,4233.0,3652.66,4085.78,Bitcoin,0.038993601936710975,4788.5019999999995,11.365367204123572,0.03825255419313612,0.04830664105675672
2018-11-26,BTCUSDT,4088.69,4206.0,3701.0,3862.2,Bitcoin,-0.0547214974864042,4609.128,10.502501684559078,-0.05627568325274474,0.04828597769997973
2018-11-27,BTCUSDT,3864.45,3940.0,3689.12,3875.21,Bitcoin,0.003368546424317831,4433.82,10.731674680145133,0.0033628855807920814,0.04808344476022299
2018-11-28,BTCUSDT,3875.63,4394.47,3874.27,4264.85,Bitcoin,0.10054680907615343,4294.1050000000005,23.627569528415975,0.09580715545160723,0.055314216760802226
2018-11-29,BTCUSDT,4262.06,4450.38,4125.65,4295.84,Bitcoin,0.007266375136288472,4232.686,25.744363604896535,0.007240102228244788,0.0556195939034239
2018-11-30,BTCUSDT,4295.72,4341.36,3943.0,4041.32,Bitcoin,-0.059248016685910065,4180.932,24.46546728912844,-0.06107574128430203,0.056086749775392145
2018-12-01,BTCUSDT,4041.27,4299.99,3963.01,4190.02,Bitcoin,0.03679490859422185,4133.827,28.093118753217638,0.03613413591151425,0.05738616617931273
2018-12-02,BTCUSDT,4190.98,4312.99,4103.04,4161.01,Bitcoin,-0.0069235946367798284,4112.928,27.10502472551778,-0.006947673925982669,0.057259348018471656
2018-12-03,BTCUSDT,4160.55,4179.0,3827.0,3884.01,Bitcoin,-0.06657037594237936,4059.268,31.69795434923762,-0.0688897081753039,0.05792146728999453
2018-12-04,BTCUSDT,3884.76,4085.0,3781.0,3951.64,Bitcoin,0.017412416548876042,4061.1879999999996,37.94949751536032,0.01726255752792494,0.05679723728078746
2018-12-05,BTCUSDT,3950.98,3970.0,3745.0,3769.84,Bitcoin,-0.046006215141055296,4029.594,32.854828842624485,-0.047098122377981194,0.057088078343404805
2018-12-06,BTCUSDT,3768.44,3899.99,3500.0,3508.75,Bitcoin,-0.06925758122360637,3994.2490000000007,33.238228322090706,-0.07177271154704609,0.05818294155068285
2018-12-07,BTCUSDT,3508.75,3549.99,3224.6,3403.55,Bitcoin,-0.02998218738867109,3947.0829999999996,30.61768203439445,-0.030440844136481928,0.05802469765713963
2018-12-08,BTCUSDT,3403.57,3495.0,3222.0,3410.93,Bitcoin,0.0021683242496803867,3861.691,37.831619915161305,0.002165976827357233,0.05792342482858886
2018-12-09,BTCUSDT,3411.36,3658.0,3394.04,3545.37,Bitcoin,0.03941447054029257,3786.6440000000002,37.27842409804189,0.03865754550827522,0.0525538516715668
2018-12-10,BTCUSDT,3548.49,3610.0,3370.11,3432.88,Bitcoin,-0.031728705325537176,3725.8,39.33578419196186,-0.03224296787847104,0.050932138291531565
2018-12-11,BTCUSDT,3434.01,3480.0,3324.32,3380.39,Bitcoin,-0.015290368436997603,3644.8369999999995,37.945214823765575,-0.015408471560615348,0.050208350006484714
2018-12-12,BTCUSDT,3379.23,3492.0,3350.0,3445.0,Bitcoin,0.019113179248548384,3573.236,26.268561669609497,0.018932817011602716,0.04943312473483447
2018-12-13,BTCUSDT,3446.38,3460.0,3255.5,3302.06,Bitcoin,-0.041492017416545734,3515.0409999999997,22.984831185777182,-0.04237738832720035,0.04955874534689566
2018-12-14,BTCUSDT,3302.06,3335.39,3177.0,3224.17,Bitcoin,-0.02358830548203239,3442.2940000000003,25.426572921866622,-0.023870963355656402,0.043423001034683474
2018-12-15,BTCUSDT,3225.19,3276.5,3156.26,3211.72,Bitcoin,-0.003861458918109295,3386.482,17.95442931827411,-0.003868933598917332,0.04195995300362884
2018-12-16,BTCUSDT,3211.71,3294.0,3186.0,3228.67,Bitcoin,0.0052775459878195985,3358.4739999999997,19.216698803454904,0.005263668546469598,0.040784932642282154
2018-12-17,BTCUSDT,3229.22,3585.0,3216.0,3509.08,Bitcoin,0.08685000325211312,3369.0269999999996,37.648655593403475,0.0832836071289746,0.045677474040274606
2018-12-18,BTCUSDT,3509.03,3678.59,3424.47,3652.98,Bitcoin,0.04100789950642336,3393.232,40.631979122230305,0.04018937798677158,0.04063426431766998
2018-12-19,BTCUSDT,3653.0,3912.73,3622.55,3662.22,Bitcoin,0.0025294417160783844,3404.917,46.214508821791355,0.0025262480626872907,0.04055637831377107
2018-12-20,BTCUSDT,3660.01,4120.0,3635.0,4049.62,Bitcoin,0.10578283117890241,3466.5909999999994,67.47233151784155,0.1005535286471596,0.04525098573243759
2018-12-21,BTCUSDT,4051.86,4139.99,3764.0,3838.66,Bitcoin,-0.05209377670003601,3512.418,63.15684436515375,-0.053499702189735716,0.045928206890241186
2018-12-22,BTCUSDT,3840.25,3979.0,3785.0,3948.91,Bitcoin,0.028720959918304922,3562.8089999999997,65.31467416677104,0.0283162440987348,0.046497772949788505
2018-12-23,BTCUSDT,3948.91,4021.53,3870.0,3929.71,Bitcoin,-0.004862101187416257,3625.5739999999996,61.709257972921925,-0.00487395965505564,0.0438218863996424
2018-12-24,BTCUSDT,3929.71,4198.0,3924.83,4008.01,Bitcoin,0.019925134424677804,3703.9579999999996,67.89463531198078,0.019729226979577484,0.04387473419831876
2018-12-25,BTCUSDT,4010.11,4020.0,3646.41,3745.79,Bitcoin,-0.06542398846310271,3757.3650000000002,60.05658549473777,-0.06766231613606057,0.045272736535549044
2018-12-26,BTCUSDT,3745.56,3837.15,3656.74,3777.74,Bitcoin,0.00852957587051062,3812.2719999999995,59.32535901258925,0.008493404576570976,0.04204812191752071
2018-12-27,BTCUSDT,3777.74,3813.98,3535.0,3567.91,Bitcoin,-0.05554379073202498,3818.155,57.18144736486669,-0.057145957045561246,0.04358504336129656
2018-12-28,BTCUSDT,3567.89,3887.25,3540.04,3839.26,Bitcoin,0.07605292734401936,3836.7830000000004,65.04321540199862,0.07329964951128502,0.04638122230816992
2018-12-29,BTCUSDT,3839.0,3892.0,3670.0,3695.32,Bitcoin,-0.037491599943739184,3840.093,61.11264304425755,-0.03821248552710063,0.046708957453030095
2018-12-30,BTCUSDT,3696.71,3903.5,3657.9,3801.91,Bitcoin,0.02884459261985417,3815.322,62.6512884345454,0.02843641786578249,0.04633196396803175
2018-12-31,BTCUSDT,3803.12,3810.0,3630.33,3702.9,Bitcoin,-0.026042173539089553,3801.746,54.6498795666318,-0.02638727559849181,0.04665173625887141
2019-01-01,BTCUSDT,3701.23,3810.16,3642.0,3797.14,Bitcoin,0.025450322720030227,3786.5690000000004,53.542920058196685,0.02513185534819952,0.04677271682600132
2019-01-02,BTCUSDT,3796.45,3882.14,3750.45,3858.56,Bitcoin,0.016175331960370132,3779.454,54.70464761868249,0.016045905094793787,0.04547319476974033
2019-01-03,BTCUSDT,3857.57,3862.74,3730.0,3766.78,Bitcoin,-0.023786075634433468,3755.3309999999997,42.10402894407719,-0.024073531785738185,0.045480639230604226
2019-01-04,BTCUSDT,3767.2,3823.64,3703.57,3792.01,Bitcoin,0.006698028554892987,3759.953,48.54700961185068,0.0066756964269890735,0.04539957265483791
2019-01-05,BTCUSDT,3790.09,3840.99,3751.0,3770.96,Bitcoin,-0.005551145698455495,3759.275,44.13136250008245,-0.005566610566114471,0.04550222586923405
2019-01-06,BTCUSDT,3771.12,4027.71,3740.0,3987.6,Bitcoin,0.05744956191526818,3801.244,51.689183274488634,0.055859935212426354,0.043474703444829746
2019-01-07,BTCUSDT,3987.62,4017.9,3921.53,3975.45,Bitcoin,-0.0030469455311465943,3814.863,49.011776132086915,-0.0030515969204376486,0.04277502826416284
2019-01-08,BTCUSDT,3976.76,4069.8,3903.0,3955.13,Bitcoin,-0.005111371039756452,3840.8439999999996,57.44717182497333,-0.005124478781474369,0.04282524499306492
2019-01-09,BTCUSDT,3955.45,4006.81,3930.04,3966.65,Bitcoin,0.0029126729083495118,3857.318,56.81951092724556,0.0029084392953749355,0.03628691889181603
2019-01-10,BTCUSDT,3966.06,3996.01,3540.0,3585.88,Bitcoin,-0.09599284030605171,3845.6160000000004,50.57743844833903,-0.10091799860589419,0.04112222312412859
2019-01-11,BTCUSDT,3585.88,3658.0,3465.0,3601.31,Bitcoin,0.004302988387787643,3826.0330000000004,40.84871047389026,0.004293757005468074,0.04049291055954081
2019-01-12,BTCUSDT,3601.31,3618.19,3530.0,3583.13,Bitcoin,-0.005048163029564234,3798.4900000000002,45.223233673669235,-0.005060948049945182,0.04049299700549565
2019-01-13,BTCUSDT,3584.1,3611.1,3441.3,3476.81,Bitcoin,-0.029672381409549753,3769.4929999999995,36.15488135189001,-0.03012151338560415,0.04044978382506592
2019-01-14,BTCUSDT,3477.56,3671.87,3467.02,3626.09,Bitcoin,0.04293590964130911,3752.9010000000003,46.863182311958376,0.04203972603983707,0.039225849207453485
2019-01-15,BTCUSDT,3626.08,3648.42,3516.62,3553.06,Bitcoin,-0.02014015096150401,3731.111,39.85637342908438,-0.02034572872980224,0.039364184254562645
2019-01-16,BTCUSDT,3553.06,3645.0,3543.51,3591.84,Bitcoin,0.010914535639702239,3691.535,38.70290051504474,0.01085540198408706,0.03733149744586725
2019-01-17,BTCUSDT,3591.84,3634.7,3530.39,3616.21,Bitcoin,0.006784823377433247,3655.611,43.23627444814791,0.006761910046847543,0.033225840072935546
2019-01-18,BTCUSDT,3613.32,3620.0,3565.75,3594.87,Bitcoin,-0.005901205958724787,3619.585,41.11325483690653,-0.005918686880883267,0.032192801849470744
2019-01-19,BTCUSDT,3594.87,3720.0,3594.23,3665.3,Bitcoin,0.0195918072141692,3589.45,45.440029001519136,0.01940235819347309,0.031813599375726115
2019-01-20,BTCUSDT,3665.75,3693.73,3475.0,3539.28,Bitcoin,-0.03438190598313917,3584.79,29.010056744760973,-0.03498687074880035,0.03221851652116494
2019-01-21,BTCUSDT,3539.26,3559.51,3475.5,3526.9,Bitcoin,-0.003497886575800746,3577.3489999999997,29.003810254921987,-0.003504018484372307,0.031566868550551
2019-01-22,BTCUSDT,3526.88,3608.5,3434.85,3570.93,Bitcoin,0.012484051149734832,3576.129,32.40649155584863,0.012406767923614694,0.03145740974810288
2019-01-23,BTCUSDT,3570.41,3607.98,3514.5,3552.82,Bitcoin,-0.005071507982514323,3583.7300000000005,31.16334538039274,-0.005084411725233669,0.03110017414648769
2019-01-24,BTCUSDT,3552.97,3589.0,3529.22,3569.62,Bitcoin,0.004728638095935045,3578.083,48.89312457454049,0.004717493206436952,0.031071430901414725
2019-01-25,BTCUSDT,3569.07,3587.15,3522.51,3565.29,Bitcoin,-0.0012130142704265268,3579.3059999999996,47.510367708045344,-0.0012137505677229684,0.031067912560842386
2019-01-26,BTCUSDT,3566.69,3662.94,3545.0,3565.25,Bitcoin,-1.1219283704844152e-05,3576.647,48.73238238380171,-1.1219346641478312e-05,0.027861809474341113
2019-01-27,BTCUSDT,3565.62,3579.0,3486.0,3550.84,Bitcoin,-0.004041792300680136,3570.1099999999997,56.03489035624034,-0.004049982419135288,0.027857901581542395
2019-01-28,BTCUSDT,3550.05,3557.75,3380.27,3434.15,Bitcoin,-0.03286264658503346,3554.0380000000005,33.47510159101866,-0.033414752855628206,0.028539824538750064
2019-01-29,BTCUSDT,3434.0,3443.45,3349.92,3411.04,Bitcoin,-0.006729467262641453,3528.612,36.623087936101264,-0.006752212225881009,0.028443782150308752
2019-01-30,BTCUSDT,3410.04,3478.0,3387.1,3458.18,Bitcoin,0.013819832074675187,3520.5019999999995,37.60571216617206,0.013725208982230525,0.018422999691729662
